"publication_id","title","url","abstract","categories","author_name","date"
1748,"the luckycam survey for very low mass binaries ii: 13 new m4.5-m6.0 binaries","http://arxiv.org/abs/0704.1812","we present results from a high-angular-resolution survey of 78 very low mass (vlm) binary systems with 6.0 <= v-k colour <= 7.5 and proper motion >= 0.15 arcsec/yr. 21 vlm binaries were detected, 13 of them new discoveries. the new binary systems range in separation between 0.18 arcsec and 1.3 arcsec. the distance-corrected binary fraction is 13.5% (+6.5%/-4%), in agreement with previous results. 9 of the new binary systems have orbital radii > 10 au, including a new wide vlm binary with 27 au projected orbital separation. one of the new systems forms two components of a 2300 au separation triple system. we find that the orbital radius distribution of the binaries with v-k < 6.5 in this survey appears to be different from that of redder (lower-mass) objects, suggesting a possible rapid change in the orbital radius distribution at around the m5 spectral type. the target sample was also selected to investigate x-ray activity among vlm binaries. there is no detectable correlation between excess x-ray emission and the frequency and binary properties of the vlm systems.","physics","c. d. mackay","2007-04-16"
1748,"the luckycam survey for very low mass binaries ii: 13 new m4.5-m6.0 binaries","http://arxiv.org/abs/0704.1812","we present results from a high-angular-resolution survey of 78 very low mass (vlm) binary systems with 6.0 <= v-k colour <= 7.5 and proper motion >= 0.15 arcsec/yr. 21 vlm binaries were detected, 13 of them new discoveries. the new binary systems range in separation between 0.18 arcsec and 1.3 arcsec. the distance-corrected binary fraction is 13.5% (+6.5%/-4%), in agreement with previous results. 9 of the new binary systems have orbital radii > 10 au, including a new wide vlm binary with 27 au projected orbital separation. one of the new systems forms two components of a 2300 au separation triple system. we find that the orbital radius distribution of the binaries with v-k < 6.5 in this survey appears to be different from that of redder (lower-mass) objects, suggesting a possible rapid change in the orbital radius distribution at around the m5 spectral type. the target sample was also selected to investigate x-ray activity among vlm binaries. there is no detectable correlation between excess x-ray emission and the frequency and binary properties of the vlm systems.","physics","n. m. law","2007-04-16"
1818,"an algebraic generalization of kripke structures","http://arxiv.org/abs/0704.1886","the kripke semantics of classical propositional normal modal logic is made algebraic via an embedding of kripke structures into the larger class of pointed stably supported quantales. this algebraic semantics subsumes the traditional algebraic semantics based on lattices with unary operators, and it suggests natural interpretations of modal logic, of possible interest in the applications, in structures that arise in geometry and analysis, such as foliated manifolds and operator algebras, via topological groupoids and inverse semigroups. we study completeness properties of the quantale based semantics for the systems k, t, k4, s4, and s5, in particular obtaining an axiomatization for s5 which does not use negation or the modal necessity operator. as additional examples we describe intuitionistic propositional modal logic, the logic of programs pdl, and the ramified temporal logic ctl.","mathematics","pedro resende","2007-04-14"
1818,"an algebraic generalization of kripke structures","http://arxiv.org/abs/0704.1886","the kripke semantics of classical propositional normal modal logic is made algebraic via an embedding of kripke structures into the larger class of pointed stably supported quantales. this algebraic semantics subsumes the traditional algebraic semantics based on lattices with unary operators, and it suggests natural interpretations of modal logic, of possible interest in the applications, in structures that arise in geometry and analysis, such as foliated manifolds and operator algebras, via topological groupoids and inverse semigroups. we study completeness properties of the quantale based semantics for the systems k, t, k4, s4, and s5, in particular obtaining an axiomatization for s5 which does not use negation or the modal necessity operator. as additional examples we describe intuitionistic propositional modal logic, the logic of programs pdl, and the ramified temporal logic ctl.","mathematics","pedro resende","2007-04-14"
1863,"weak non-linearities and cluster states","http://arxiv.org/abs/0704.1931","we propose a scalable approach to building cluster states of matter qubits using coherent states of light. recent work on the subject relies on the use of single photonic qubits in the measurement process. these schemes have a low initial success probability and low detector efficiencies cause a serious blowup in resources. in contrast, our approach uses continuous variables and highly efficient measurements. we present a two-qubit scheme, with a simple homodyne measurement system yielding an entangling operation with success probability 1/2. then we extend this to a three-qubit interaction, increasing this probability to 3/4. we discuss the important issues of the overhead cost and the time scaling, showing how these can be vastly improved with access to this new probability range.","physics","sebastien g. r. louis","2007-04-15"
1863,"weak non-linearities and cluster states","http://arxiv.org/abs/0704.1931","we propose a scalable approach to building cluster states of matter qubits using coherent states of light. recent work on the subject relies on the use of single photonic qubits in the measurement process. these schemes have a low initial success probability and low detector efficiencies cause a serious blowup in resources. in contrast, our approach uses continuous variables and highly efficient measurements. we present a two-qubit scheme, with a simple homodyne measurement system yielding an entangling operation with success probability 1/2. then we extend this to a three-qubit interaction, increasing this probability to 3/4. we discuss the important issues of the overhead cost and the time scaling, showing how these can be vastly improved with access to this new probability range.","physics","t. p. spiller","2007-04-15"
1863,"weak non-linearities and cluster states","http://arxiv.org/abs/0704.1931","we propose a scalable approach to building cluster states of matter qubits using coherent states of light. recent work on the subject relies on the use of single photonic qubits in the measurement process. these schemes have a low initial success probability and low detector efficiencies cause a serious blowup in resources. in contrast, our approach uses continuous variables and highly efficient measurements. we present a two-qubit scheme, with a simple homodyne measurement system yielding an entangling operation with success probability 1/2. then we extend this to a three-qubit interaction, increasing this probability to 3/4. we discuss the important issues of the overhead cost and the time scaling, showing how these can be vastly improved with access to this new probability range.","physics","kae nemoto","2007-04-15"
1863,"weak non-linearities and cluster states","http://arxiv.org/abs/0704.1931","we propose a scalable approach to building cluster states of matter qubits using coherent states of light. recent work on the subject relies on the use of single photonic qubits in the measurement process. these schemes have a low initial success probability and low detector efficiencies cause a serious blowup in resources. in contrast, our approach uses continuous variables and highly efficient measurements. we present a two-qubit scheme, with a simple homodyne measurement system yielding an entangling operation with success probability 1/2. then we extend this to a three-qubit interaction, increasing this probability to 3/4. we discuss the important issues of the overhead cost and the time scaling, showing how these can be vastly improved with access to this new probability range.","physics","w. j. munro","2007-04-15"
1871,"additional explanatory notes on the analytic proof of the finite generation of the canonical ring","http://arxiv.org/abs/0704.1940","this set of notes provides some additional explanatory material on the analytic proof of the finite generation of the canonical ring for a compact complex algebraic manifold of general type.","mathematics","yum-tong siu","2007-04-16"
1871,"additional explanatory notes on the analytic proof of the finite generation of the canonical ring","http://arxiv.org/abs/0704.1940","this set of notes provides some additional explanatory material on the analytic proof of the finite generation of the canonical ring for a compact complex algebraic manifold of general type.","mathematics","yum-tong siu","2007-04-16"
1889,"line and continuum variability of two intermediate-redshift, high-luminosity quasars","http://arxiv.org/abs/0704.1958","it has been shown that the luminosity of agns and the size of their broad line region obey a simple relation of the type r=a l^g, from faint seyfert nuclei to bright quasars, allowing single-epoch determination of the central black hole mass m=b l^g d^2 from their luminosity l and width of h_beta emission line. adopting this mass determination for cosmological studies requires the extrapolation to high z and l of a relation whose calibration relies so far on reverberation mapping measurements performed for l<10^46 erg/s and z<0.4. we initiated a campaign for the monitoring of a few luminous, intermediate z quasars whose apparent magnitude v<15.7 allows observations with a 1.8m telescope, aimed at proving that emission lines vary and respond to continuum variations even for luminosities >10^47 erg/s, and determining eventually their m_bh from reverberation mapping. we have repeatedly performed simultaneous observations of quasars and reference stars to determine relative variability of continuum and emission lines. we describe the observations and methods of analysis. for the quasars pg1634+706 and pg1247+268 we obtain light-curves respectively for ciii], mgii and for civ, ciii] emission lines with the relevant continua. during 3.2 years of observation, in the former case no continuum variability has been detected and the evidence for line variability is marginal, while in the latter case both continuum and line variability are detected with high significance and the line variations appear correlated with continuum variations. the detection of the emission line variability in a quasar with l~10^47 erg/s encourages the prosecution of the campaign which should provide a black hole mass estimate in other 5-6 years, constraining the m_bh-l relation in a poorly explored range of luminosity.","physics","v. zitelli","2007-04-16"
1889,"line and continuum variability of two intermediate-redshift, high-luminosity quasars","http://arxiv.org/abs/0704.1958","it has been shown that the luminosity of agns and the size of their broad line region obey a simple relation of the type r=a l^g, from faint seyfert nuclei to bright quasars, allowing single-epoch determination of the central black hole mass m=b l^g d^2 from their luminosity l and width of h_beta emission line. adopting this mass determination for cosmological studies requires the extrapolation to high z and l of a relation whose calibration relies so far on reverberation mapping measurements performed for l<10^46 erg/s and z<0.4. we initiated a campaign for the monitoring of a few luminous, intermediate z quasars whose apparent magnitude v<15.7 allows observations with a 1.8m telescope, aimed at proving that emission lines vary and respond to continuum variations even for luminosities >10^47 erg/s, and determining eventually their m_bh from reverberation mapping. we have repeatedly performed simultaneous observations of quasars and reference stars to determine relative variability of continuum and emission lines. we describe the observations and methods of analysis. for the quasars pg1634+706 and pg1247+268 we obtain light-curves respectively for ciii], mgii and for civ, ciii] emission lines with the relevant continua. during 3.2 years of observation, in the former case no continuum variability has been detected and the evidence for line variability is marginal, while in the latter case both continuum and line variability are detected with high significance and the line variations appear correlated with continuum variations. the detection of the emission line variability in a quasar with l~10^47 erg/s encourages the prosecution of the campaign which should provide a black hole mass estimate in other 5-6 years, constraining the m_bh-l relation in a poorly explored range of luminosity.","physics","f. vagnetti","2007-04-16"
1889,"line and continuum variability of two intermediate-redshift, high-luminosity quasars","http://arxiv.org/abs/0704.1958","it has been shown that the luminosity of agns and the size of their broad line region obey a simple relation of the type r=a l^g, from faint seyfert nuclei to bright quasars, allowing single-epoch determination of the central black hole mass m=b l^g d^2 from their luminosity l and width of h_beta emission line. adopting this mass determination for cosmological studies requires the extrapolation to high z and l of a relation whose calibration relies so far on reverberation mapping measurements performed for l<10^46 erg/s and z<0.4. we initiated a campaign for the monitoring of a few luminous, intermediate z quasars whose apparent magnitude v<15.7 allows observations with a 1.8m telescope, aimed at proving that emission lines vary and respond to continuum variations even for luminosities >10^47 erg/s, and determining eventually their m_bh from reverberation mapping. we have repeatedly performed simultaneous observations of quasars and reference stars to determine relative variability of continuum and emission lines. we describe the observations and methods of analysis. for the quasars pg1634+706 and pg1247+268 we obtain light-curves respectively for ciii], mgii and for civ, ciii] emission lines with the relevant continua. during 3.2 years of observation, in the former case no continuum variability has been detected and the evidence for line variability is marginal, while in the latter case both continuum and line variability are detected with high significance and the line variations appear correlated with continuum variations. the detection of the emission line variability in a quasar with l~10^47 erg/s encourages the prosecution of the campaign which should provide a black hole mass estimate in other 5-6 years, constraining the m_bh-l relation in a poorly explored range of luminosity.","physics","g. m. stirpe","2007-04-16"
1889,"line and continuum variability of two intermediate-redshift, high-luminosity quasars","http://arxiv.org/abs/0704.1958","it has been shown that the luminosity of agns and the size of their broad line region obey a simple relation of the type r=a l^g, from faint seyfert nuclei to bright quasars, allowing single-epoch determination of the central black hole mass m=b l^g d^2 from their luminosity l and width of h_beta emission line. adopting this mass determination for cosmological studies requires the extrapolation to high z and l of a relation whose calibration relies so far on reverberation mapping measurements performed for l<10^46 erg/s and z<0.4. we initiated a campaign for the monitoring of a few luminous, intermediate z quasars whose apparent magnitude v<15.7 allows observations with a 1.8m telescope, aimed at proving that emission lines vary and respond to continuum variations even for luminosities >10^47 erg/s, and determining eventually their m_bh from reverberation mapping. we have repeatedly performed simultaneous observations of quasars and reference stars to determine relative variability of continuum and emission lines. we describe the observations and methods of analysis. for the quasars pg1634+706 and pg1247+268 we obtain light-curves respectively for ciii], mgii and for civ, ciii] emission lines with the relevant continua. during 3.2 years of observation, in the former case no continuum variability has been detected and the evidence for line variability is marginal, while in the latter case both continuum and line variability are detected with high significance and the line variations appear correlated with continuum variations. the detection of the emission line variability in a quasar with l~10^47 erg/s encourages the prosecution of the campaign which should provide a black hole mass estimate in other 5-6 years, constraining the m_bh-l relation in a poorly explored range of luminosity.","physics","d. paris","2007-04-16"
1889,"line and continuum variability of two intermediate-redshift, high-luminosity quasars","http://arxiv.org/abs/0704.1958","it has been shown that the luminosity of agns and the size of their broad line region obey a simple relation of the type r=a l^g, from faint seyfert nuclei to bright quasars, allowing single-epoch determination of the central black hole mass m=b l^g d^2 from their luminosity l and width of h_beta emission line. adopting this mass determination for cosmological studies requires the extrapolation to high z and l of a relation whose calibration relies so far on reverberation mapping measurements performed for l<10^46 erg/s and z<0.4. we initiated a campaign for the monitoring of a few luminous, intermediate z quasars whose apparent magnitude v<15.7 allows observations with a 1.8m telescope, aimed at proving that emission lines vary and respond to continuum variations even for luminosities >10^47 erg/s, and determining eventually their m_bh from reverberation mapping. we have repeatedly performed simultaneous observations of quasars and reference stars to determine relative variability of continuum and emission lines. we describe the observations and methods of analysis. for the quasars pg1634+706 and pg1247+268 we obtain light-curves respectively for ciii], mgii and for civ, ciii] emission lines with the relevant continua. during 3.2 years of observation, in the former case no continuum variability has been detected and the evidence for line variability is marginal, while in the latter case both continuum and line variability are detected with high significance and the line variations appear correlated with continuum variations. the detection of the emission line variability in a quasar with l~10^47 erg/s encourages the prosecution of the campaign which should provide a black hole mass estimate in other 5-6 years, constraining the m_bh-l relation in a poorly explored range of luminosity.","physics","d. trevese","2007-04-16"
